timestamp_utc,zone,price_eur_mwh,resolution_min
2026-07-12T00:00:00Z,AT,127.94,15
2026-07-12T00:00:00Z,BE,127.94,15
2026-07-12T00:00:00Z,CZ,127.94,15
2026-07-12T00:00:00Z,DE-LU,127.94,15
2026-07-12T00:00:00Z,ES,125.59,15
2026-07-12T00:00:00Z,FR,127.94,15
2026-07-12T00:00:00Z,HU,127.94,15
2026-07-12T00:00:00Z,IT-North,159.98,15
2026-07-12T00:00:00Z,NL,127.94,15
2026-07-12T00:00:00Z,PL,127.94,15
2026-07-12T00:00:00Z,SI,127.94,15
2026-07-12T00:00:00Z,SK,127.94,15
2026-07-12T00:15:00Z,AT,126.04,15
2026-07-12T00:15:00Z,BE,126.04,15
2026-07-12T00:15:00Z,CZ,126.04,15
2026-07-12T00:15:00Z,DE-LU,126.04,15
2026-07-12T00:15:00Z,ES,125.00,15
2026-07-12T00:15:00Z,FR,126.04,15
2026-07-12T00:15:00Z,HU,126.04,15
2026-07-12T00:15:00Z,IT-North,150.41,15
2026-07-12T00:15:00Z,NL,126.04,15
2026-07-12T00:15:00Z,PL,126.04,15
2026-07-12T00:15:00Z,SI,126.04,15
2026-07-12T00:15:00Z,SK,126.04,15
2026-07-12T00:30:00Z,AT,124.80,15
2026-07-12T00:30:00Z,BE,124.80,15
2026-07-12T00:30:00Z,CZ,124.80,15
2026-07-12T00:30:00Z,DE-LU,124.80,15
2026-07-12T00:30:00Z,ES,123.80,15
2026-07-12T00:30:00Z,FR,124.80,15
2026-07-12T00:30:00Z,HU,124.80,15
2026-07-12T00:30:00Z,IT-North,145.56,15
2026-07-12T00:30:00Z,NL,124.80,15
2026-07-12T00:30:00Z,PL,124.80,15
2026-07-12T00:30:00Z,SI,124.80,15
2026-07-12T00:30:00Z,SK,124.80,15
2026-07-12T00:45:00Z,AT,123.50,15
2026-07-12T00:45:00Z,BE,123.50,15
2026-07-12T00:45:00Z,CZ,123.50,15
2026-07-12T00:45:00Z,DE-LU,123.50,15
2026-07-12T00:45:00Z,ES,125.13,15
2026-07-12T00:45:00Z,FR,123.50,15
2026-07-12T00:45:00Z,HU,123.50,15
2026-07-12T00:45:00Z,IT-North,137.35,15
2026-07-12T00:45:00Z,NL,123.50,15
2026-07-12T00:45:00Z,PL,123.50,15
2026-07-12T00:45:00Z,SI,123.50,15
2026-07-12T00:45:00Z,SK,123.50,15
2026-07-12T01:00:00Z,AT,127.93,15
2026-07-12T01:00:00Z,BE,127.93,15
2026-07-12T01:00:00Z,CZ,127.93,15
2026-07-12T01:00:00Z,DE-LU,127.93,15
2026-07-12T01:00:00Z,ES,130.50,15
2026-07-12T01:00:00Z,FR,127.93,15
2026-07-12T01:00:00Z,HU,127.93,15
2026-07-12T01:00:00Z,IT-North,153.37,15
2026-07-12T01:00:00Z,NL,127.93,15
2026-07-12T01:00:00Z,PL,127.93,15
2026-07-12T01:00:00Z,SI,127.93,15
2026-07-12T01:00:00Z,SK,127.93,15
2026-07-12T01:15:00Z,AT,127.92,15
2026-07-12T01:15:00Z,BE,127.92,15
2026-07-12T01:15:00Z,CZ,127.92,15
2026-07-12T01:15:00Z,DE-LU,127.92,15
2026-07-12T01:15:00Z,ES,130.00,15
2026-07-12T01:15:00Z,FR,127.92,15
2026-07-12T01:15:00Z,HU,127.92,15
2026-07-12T01:15:00Z,IT-North,152.90,15
2026-07-12T01:15:00Z,NL,127.92,15
2026-07-12T01:15:00Z,PL,127.92,15
2026-07-12T01:15:00Z,SI,127.92,15
2026-07-12T01:15:00Z,SK,127.92,15
2026-07-12T01:30:00Z,AT,122.85,15
2026-07-12T01:30:00Z,BE,122.85,15
2026-07-12T01:30:00Z,CZ,122.85,15
2026-07-12T01:30:00Z,DE-LU,122.85,15
2026-07-12T01:30:00Z,ES,129.03,15
2026-07-12T01:30:00Z,FR,122.85,15
2026-07-12T01:30:00Z,HU,122.85,15
2026-07-12T01:30:00Z,IT-North,152.00,15
2026-07-12T01:30:00Z,NL,122.85,15
2026-07-12T01:30:00Z,PL,122.85,15
2026-07-12T01:30:00Z,SI,122.85,15
2026-07-12T01:30:00Z,SK,122.85,15
2026-07-12T01:45:00Z,AT,121.70,15
2026-07-12T01:45:00Z,BE,121.70,15
2026-07-12T01:45:00Z,CZ,121.70,15
2026-07-12T01:45:00Z,DE-LU,121.70,15
2026-07-12T01:45:00Z,ES,128.00,15
2026-07-12T01:45:00Z,FR,121.70,15
2026-07-12T01:45:00Z,HU,121.70,15
2026-07-12T01:45:00Z,IT-North,152.90,15
2026-07-12T01:45:00Z,NL,121.70,15
2026-07-12T01:45:00Z,PL,121.70,15
2026-07-12T01:45:00Z,SI,121.70,15
2026-07-12T01:45:00Z,SK,121.70,15
2026-07-12T02:00:00Z,AT,127.00,15
2026-07-12T02:00:00Z,BE,127.00,15
2026-07-12T02:00:00Z,CZ,127.00,15
2026-07-12T02:00:00Z,DE-LU,127.00,15
2026-07-12T02:00:00Z,ES,126.37,15
2026-07-12T02:00:00Z,FR,127.00,15
2026-07-12T02:00:00Z,HU,127.00,15
2026-07-12T02:00:00Z,IT-North,150.41,15
2026-07-12T02:00:00Z,NL,127.00,15
2026-07-12T02:00:00Z,PL,127.00,15
2026-07-12T02:00:00Z,SI,127.00,15
2026-07-12T02:00:00Z,SK,127.00,15
2026-07-12T02:15:00Z,AT,123.23,15
2026-07-12T02:15:00Z,BE,123.23,15
2026-07-12T02:15:00Z,CZ,123.23,15
2026-07-12T02:15:00Z,DE-LU,123.23,15
2026-07-12T02:15:00Z,ES,126.00,15
2026-07-12T02:15:00Z,FR,123.23,15
2026-07-12T02:15:00Z,HU,123.23,15
2026-07-12T02:15:00Z,IT-North,152.90,15
2026-07-12T02:15:00Z,NL,123.23,15
2026-07-12T02:15:00Z,PL,123.23,15
2026-07-12T02:15:00Z,SI,123.23,15
2026-07-12T02:15:00Z,SK,123.23,15
2026-07-12T02:30:00Z,AT,121.11,15
2026-07-12T02:30:00Z,BE,121.11,15
2026-07-12T02:30:00Z,CZ,121.11,15
2026-07-12T02:30:00Z,DE-LU,121.11,15
