timestamp_utc,zone,price_eur_mwh,resolution_min
2022-11-29T00:00:00Z,AT,364.46,15
2022-11-29T00:00:00Z,AT,252.77,60
2022-11-29T00:00:00Z,BE,261.71,60
2022-11-29T00:00:00Z,CZ,250.95,60
2022-11-29T00:00:00Z,DE-LU,257.29,15
2022-11-29T00:00:00Z,DE-LU,250.09,60
2022-11-29T00:00:00Z,ES,97.37,60
2022-11-29T00:00:00Z,FR,267.90,60
2022-11-29T00:00:00Z,HU,251.75,60
2022-11-29T00:00:00Z,IT-North,267.90,60
2022-11-29T00:00:00Z,NL,251.82,60
2022-11-29T00:00:00Z,PL,161.34,60
2022-11-29T00:00:00Z,SI,254.39,60
2022-11-29T00:00:00Z,SK,251.18,60
2022-11-29T00:15:00Z,AT,218.32,15
2022-11-29T00:15:00Z,DE-LU,240.77,15
2022-11-29T00:30:00Z,AT,187.50,15
2022-11-29T00:30:00Z,DE-LU,242.25,15
2022-11-29T00:45:00Z,AT,178.15,15
2022-11-29T00:45:00Z,DE-LU,209.97,15
2022-11-29T01:00:00Z,AT,363.54,15
2022-11-29T01:00:00Z,AT,232.28,60
2022-11-29T01:00:00Z,BE,245.93,60
2022-11-29T01:00:00Z,CZ,229.46,60
2022-11-29T01:00:00Z,DE-LU,223.45,15
2022-11-29T01:00:00Z,DE-LU,228.17,60
2022-11-29T01:00:00Z,ES,94.07,60
2022-11-29T01:00:00Z,FR,255.38,60
2022-11-29T01:00:00Z,HU,230.61,60
2022-11-29T01:00:00Z,IT-North,255.38,60
2022-11-29T01:00:00Z,NL,231.07,60
2022-11-29T01:00:00Z,PL,164.42,60
2022-11-29T01:00:00Z,SI,234.88,60
2022-11-29T01:00:00Z,SK,229.73,60
2022-11-29T01:15:00Z,AT,250.28,15
2022-11-29T01:15:00Z,DE-LU,219.99,15
2022-11-29T01:30:00Z,AT,198.28,15
2022-11-29T01:30:00Z,DE-LU,243.57,15
2022-11-29T01:45:00Z,DE-LU,214.98,15
2022-11-29T02:00:00Z,AT,184.24,15
2022-11-29T02:00:00Z,AT,226.47,60
2022-11-29T02:00:00Z,BE,226.31,60
2022-11-29T02:00:00Z,CZ,226.01,60
2022-11-29T02:00:00Z,DE-LU,222.31,15
2022-11-29T02:00:00Z,DE-LU,226.24,60
2022-11-29T02:00:00Z,ES,93.00,60
2022-11-29T02:00:00Z,FR,226.38,60
2022-11-29T02:00:00Z,HU,225.48,60
2022-11-29T02:00:00Z,IT-North,243.20,60
2022-11-29T02:00:00Z,NL,226.27,60
2022-11-29T02:00:00Z,PL,163.09,60
2022-11-29T02:00:00Z,SI,227.58,60
2022-11-29T02:00:00Z,SK,225.27,60
2022-11-29T02:15:00Z,AT,192.95,15
2022-11-29T02:15:00Z,DE-LU,218.26,15
2022-11-29T02:30:00Z,AT,191.69,15
2022-11-29T02:30:00Z,DE-LU,224.42,15
2022-11-29T02:45:00Z,AT,345.00,15
2022-11-29T02:45:00Z,DE-LU,239.97,15
2022-11-29T03:00:00Z,AT,153.79,15
2022-11-29T03:00:00Z,AT,235.42,60
2022-11-29T03:00:00Z,BE,235.24,60
2022-11-29T03:00:00Z,CZ,234.90,60
2022-11-29T03:00:00Z,DE-LU,206.91,15
2022-11-29T03:00:00Z,DE-LU,235.17,60
2022-11-29T03:00:00Z,ES,92.00,60
2022-11-29T03:00:00Z,FR,235.32,60
2022-11-29T03:00:00Z,HU,234.26,60
2022-11-29T03:00:00Z,IT-North,243.00,60
2022-11-29T03:00:00Z,NL,235.20,60
2022-11-29T03:00:00Z,PL,156.66,60
2022-11-29T03:00:00Z,SI,236.69,60
2022-11-29T03:00:00Z,SK,234.08,60
2022-11-29T03:15:00Z,AT,177.79,15
2022-11-29T03:15:00Z,DE-LU,223.65,15
2022-11-29T03:30:00Z,AT,270.40,15
2022-11-29T03:30:00Z,DE-LU,231.76,15
2022-11-29T03:45:00Z,AT,369.46,15
2022-11-29T03:45:00Z,DE-LU,250.39,15
2022-11-29T04:00:00Z,AT,134.48,15
2022-11-29T04:00:00Z,AT,271.94,60
2022-11-29T04:00:00Z,BE,270.83,60
2022-11-29T04:00:00Z,CZ,271.98,60
2022-11-29T04:00:00Z,DE-LU,209.99,15
2022-11-29T04:00:00Z,DE-LU,271.89,60
2022-11-29T04:00:00Z,ES,93.00,60
2022-11-29T04:00:00Z,FR,271.44,60
2022-11-29T04:00:00Z,HU,271.96,60
2022-11-29T04:00:00Z,IT-North,271.94,60
2022-11-29T04:00:00Z,NL,268.40,60
2022-11-29T04:00:00Z,PL,176.66,60
2022-11-29T04:00:00Z,SI,271.92,60
2022-11-29T04:00:00Z,SK,271.97,60
2022-11-29T04:15:00Z,AT,223.61,15
2022-11-29T04:15:00Z,DE-LU,227.81,15
2022-11-29T04:30:00Z,AT,374.96,15
2022-11-29T04:30:00Z,DE-LU,263.79,15
2022-11-29T04:45:00Z,AT,378.96,15
2022-11-29T04:45:00Z,DE-LU,360.38,15
2022-11-29T05:00:00Z,AT,111.63,15
2022-11-29T05:00:00Z,AT,301.05,60
2022-11-29T05:00:00Z,BE,291.53,60
2022-11-29T05:00:00Z,CZ,303.14,60
2022-11-29T05:00:00Z,DE-LU,276.61,15
2022-11-29T05:00:00Z,DE-LU,303.99,60
2022-11-29T05:00:00Z,ES,105.04,60
2022-11-29T05:00:00Z,FR,295.71,60
2022-11-29T05:00:00Z,HU,302.43,60
2022-11-29T05:00:00Z,IT-North,295.71,60
2022-11-29T05:00:00Z,NL,253.82,60
2022-11-29T05:00:00Z,PL,201.73,60
2022-11-29T05:00:00Z,SI,301.40,60
2022-11-29T05:00:00Z,SK,302.77,60
2022-11-29T05:15:00Z,AT,381.96,15
2022-11-29T05:15:00Z,DE-LU,294.98,15
2022-11-29T05:30:00Z,AT,410.40,15
2022-11-29T05:30:00Z,DE-LU,344.90,15
2022-11-29T05:45:00Z,AT,428.54,15
2022-11-29T05:45:00Z,DE-LU,379.99,15
2022-11-29T06:00:00Z,AT,371.94,15
2022-11-29T06:00:00Z,AT,396.22,60
2022-11-29T06:00:00Z,BE,396.22,60
2022-11-29T06:00:00Z,CZ,396.22,60
2022-11-29T06:00:00Z,DE-LU,475.13,15
2022-11-29T06:00:00Z,DE-LU,396.22,60
2022-11-29T06:00:00Z,ES,136.27,60
2022-11-29T06:00:00Z,FR,396.22,60
2022-11-29T06:00:00Z,HU,396.22,60
2022-11-29T06:00:00Z,IT-North,396.22,60
2022-11-29T06:00:00Z,NL,396.22,60
2022-11-29T06:00:00Z,PL,203.60,60
2022-11-29T06:00:00Z,SI,396.22,60
2022-11-29T06:00:00Z,SK,396.22,60
2022-11-29T06:15:00Z,AT,407.97,15
2022-11-29T06:15:00Z,DE-LU,349.55,15
2022-11-29T06:30:00Z,DE-LU,390.89,15
2022-11-29T06:45:00Z,DE-LU,408.98,15
2022-11-29T07:00:00Z,AT,474.83,15
2022-11-29T07:00:00Z,AT,444.92,60
2022-11-29T07:00:00Z,BE,444.92,60
2022-11-29T07:00:00Z,CZ,444.92,60
2022-11-29T07:00:00Z,DE-LU,454.18,15
2022-11-29T07:00:00Z,DE-LU,444.92,60
2022-11-29T07:00:00Z,FR,444.92,60
2022-11-29T07:00:00Z,HU,444.92,60
2022-11-29T07:00:00Z,IT-North,444.92,60
2022-11-29T07:00:00Z,NL,444.92,60
2022-11-29T07:00:00Z,PL,211.01,60
2022-11-29T07:00:00Z,SI,444.92,60
2022-11-29T07:00:00Z,SK,444.92,60
2022-11-29T07:15:00Z,AT,495.55,15
2022-11-29T07:15:00Z,DE-LU,446.62,15
2022-11-29T07:30:00Z,AT,479.17,15
2022-11-29T07:30:00Z,DE-LU,449.88,15
2022-11-29T07:45:00Z,AT,475.00,15
2022-11-29T07:45:00Z,DE-LU,440.42,15
2022-11-29T08:00:00Z,AT,466.77,15
2022-11-29T08:00:00Z,AT,445.32,60
2022-11-29T08:00:00Z,BE,445.32,60
2022-11-29T08:00:00Z,CZ,445.32,60
2022-11-29T08:00:00Z,DE-LU,481.31,15
2022-11-29T08:00:00Z,DE-LU,445.32,60
2022-11-29T08:00:00Z,ES,111.50,60
2022-11-29T08:00:00Z,FR,445.32,60
2022-11-29T08:00:00Z,HU,445.32,60
2022-11-29T08:00:00Z,IT-North,445.32,60
2022-11-29T08:00:00Z,NL,445.32,60
2022-11-29T08:00:00Z,PL,213.51,60
2022-11-29T08:00:00Z,SI,445.32,60
2022-11-29T08:00:00Z,SK,445.32,60
2022-11-29T08:15:00Z,AT,473.25,15
2022-11-29T08:15:00Z,DE-LU,454.91,15
2022-11-29T08:30:00Z,AT,480.42,15
2022-11-29T08:30:00Z,DE-LU,438.13,15
2022-11-29T08:45:00Z,AT,466.37,15
2022-11-29T08:45:00Z,DE-LU,432.60,15
2022-11-29T09:00:00Z,AT,420.68,15
2022-11-29T09:00:00Z,AT,445.91,60
2022-11-29T09:00:00Z,BE,445.91,60
2022-11-29T09:00:00Z,CZ,445.91,60
2022-11-29T09:00:00Z,DE-LU,499.88,15
2022-11-29T09:00:00Z,DE-LU,445.91,60
2022-11-29T09:00:00Z,ES,96.22,60
2022-11-29T09:00:00Z,FR,445.91,60
2022-11-29T09:00:00Z,HU,446.96,60
2022-11-29T09:00:00Z,IT-North,445.91,60
2022-11-29T09:00:00Z,NL,445.90,60
2022-11-29T09:00:00Z,PL,204.89,60
2022-11-29T09:00:00Z,SI,445.91,60
2022-11-29T09:00:00Z,SK,446.37,60
2022-11-29T09:15:00Z,AT,416.15,15
2022-11-29T09:15:00Z,DE-LU,472.48,15
