timestamp_utc,zone,price_eur_mwh,resolution_min
2023-01-25T00:00:00Z,AT,190.00,15
2023-01-25T00:00:00Z,AT,149.47,60
2023-01-25T00:00:00Z,BE,152.72,60
2023-01-25T00:00:00Z,CZ,150.43,60
2023-01-25T00:00:00Z,DE-LU,165.59,15
2023-01-25T00:00:00Z,DE-LU,150.83,60
2023-01-25T00:00:00Z,ES,84.87,60
2023-01-25T00:00:00Z,FR,155.31,60
2023-01-25T00:00:00Z,HU,154.64,60
2023-01-25T00:00:00Z,IT-North,156.38,60
2023-01-25T00:00:00Z,NL,146.18,60
2023-01-25T00:00:00Z,PL,152.29,60
2023-01-25T00:00:00Z,SI,156.38,60
2023-01-25T00:00:00Z,SK,152.99,60
2023-01-25T00:15:00Z,AT,160.09,15
2023-01-25T00:15:00Z,DE-LU,152.10,15
2023-01-25T00:30:00Z,AT,150.06,15
2023-01-25T00:30:00Z,DE-LU,143.07,15
2023-01-25T00:45:00Z,AT,120.03,15
2023-01-25T00:45:00Z,DE-LU,134.08,15
2023-01-25T01:00:00Z,AT,167.00,15
2023-01-25T01:00:00Z,AT,148.16,60
2023-01-25T01:00:00Z,BE,156.75,60
2023-01-25T01:00:00Z,CZ,150.56,60
2023-01-25T01:00:00Z,DE-LU,150.92,15
2023-01-25T01:00:00Z,DE-LU,150.71,60
2023-01-25T01:00:00Z,ES,70.00,60
2023-01-25T01:00:00Z,FR,154.26,60
2023-01-25T01:00:00Z,HU,158.17,60
2023-01-25T01:00:00Z,IT-North,154.26,60
2023-01-25T01:00:00Z,NL,145.26,60
2023-01-25T01:00:00Z,PL,156.24,60
2023-01-25T01:00:00Z,SI,154.26,60
2023-01-25T01:00:00Z,SK,155.11,60
2023-01-25T01:15:00Z,AT,155.07,15
2023-01-25T01:15:00Z,DE-LU,140.63,15
2023-01-25T01:30:00Z,AT,150.06,15
2023-01-25T01:30:00Z,DE-LU,147.60,15
2023-01-25T01:45:00Z,AT,140.05,15
2023-01-25T01:45:00Z,DE-LU,145.10,15
2023-01-25T02:00:00Z,AT,160.00,15
2023-01-25T02:00:00Z,AT,144.44,60
2023-01-25T02:00:00Z,BE,148.77,60
2023-01-25T02:00:00Z,CZ,147.02,60
2023-01-25T02:00:00Z,DE-LU,154.94,15
2023-01-25T02:00:00Z,DE-LU,147.57,60
2023-01-25T02:00:00Z,ES,66.81,60
2023-01-25T02:00:00Z,FR,148.42,60
2023-01-25T02:00:00Z,HU,154.09,60
2023-01-25T02:00:00Z,IT-North,150.86,60
2023-01-25T02:00:00Z,NL,146.70,60
2023-01-25T02:00:00Z,PL,157.70,60
2023-01-25T02:00:00Z,SI,150.86,60
2023-01-25T02:00:00Z,SK,151.27,60
2023-01-25T02:15:00Z,AT,145.07,15
2023-01-25T02:15:00Z,DE-LU,139.08,15
2023-01-25T02:30:00Z,AT,149.35,15
2023-01-25T02:30:00Z,DE-LU,140.07,15
2023-01-25T02:45:00Z,AT,150.05,15
2023-01-25T02:45:00Z,DE-LU,142.93,15
2023-01-25T03:00:00Z,AT,122.41,15
2023-01-25T03:00:00Z,AT,144.10,60
2023-01-25T03:00:00Z,BE,146.87,60
2023-01-25T03:00:00Z,CZ,145.98,60
2023-01-25T03:00:00Z,DE-LU,134.01,15
2023-01-25T03:00:00Z,DE-LU,146.70,60
2023-01-25T03:00:00Z,FR,147.02,60
2023-01-25T03:00:00Z,HU,152.19,60
2023-01-25T03:00:00Z,IT-North,150.45,60
2023-01-25T03:00:00Z,NL,146.80,60
2023-01-25T03:00:00Z,PL,160.62,60
2023-01-25T03:00:00Z,SI,150.45,60
2023-01-25T03:00:00Z,SK,148.87,60
2023-01-25T03:15:00Z,AT,140.00,15
2023-01-25T03:15:00Z,DE-LU,126.71,15
2023-01-25T03:30:00Z,AT,155.00,15
2023-01-25T03:30:00Z,DE-LU,144.09,15
2023-01-25T03:45:00Z,AT,189.95,15
2023-01-25T03:45:00Z,DE-LU,180.97,15
2023-01-25T04:00:00Z,AT,90.06,15
2023-01-25T04:00:00Z,AT,150.60,60
2023-01-25T04:00:00Z,BE,150.94,60
2023-01-25T04:00:00Z,CZ,150.48,60
2023-01-25T04:00:00Z,DE-LU,99.88,15
2023-01-25T04:00:00Z,DE-LU,150.85,60
2023-01-25T04:00:00Z,ES,70.01,60
2023-01-25T04:00:00Z,FR,151.03,60
2023-01-25T04:00:00Z,HU,150.37,60
2023-01-25T04:00:00Z,IT-North,160.60,60
2023-01-25T04:00:00Z,NL,150.90,60
2023-01-25T04:00:00Z,PL,150.53,60
2023-01-25T04:00:00Z,SI,152.88,60
2023-01-25T04:00:00Z,SK,150.34,60
2023-01-25T04:15:00Z,AT,135.02,15
2023-01-25T04:15:00Z,DE-LU,116.09,15
2023-01-25T04:30:00Z,AT,190.00,15
2023-01-25T04:30:00Z,DE-LU,188.98,15
2023-01-25T04:45:00Z,AT,226.94,15
2023-01-25T04:45:00Z,DE-LU,213.55,15
2023-01-25T05:00:00Z,AT,107.97,15
2023-01-25T05:00:00Z,AT,172.05,60
2023-01-25T05:00:00Z,BE,181.34,60
2023-01-25T05:00:00Z,CZ,171.37,60
2023-01-25T05:00:00Z,DE-LU,131.01,15
2023-01-25T05:00:00Z,DE-LU,170.60,60
2023-01-25T05:00:00Z,ES,79.01,60
2023-01-25T05:00:00Z,FR,176.65,60
2023-01-25T05:00:00Z,HU,171.69,60
2023-01-25T05:00:00Z,IT-North,176.65,60
2023-01-25T05:00:00Z,NL,160.00,60
2023-01-25T05:00:00Z,PL,171.24,60
2023-01-25T05:00:00Z,SI,172.13,60
2023-01-25T05:00:00Z,SK,171.56,60
2023-01-25T05:15:00Z,AT,170.07,15
2023-01-25T05:15:00Z,DE-LU,162.07,15
2023-01-25T05:30:00Z,AT,219.27,15
2023-01-25T05:30:00Z,DE-LU,207.28,15
2023-01-25T05:45:00Z,AT,248.41,15
2023-01-25T05:45:00Z,DE-LU,217.08,15
2023-01-25T06:00:00Z,AT,180.02,15
2023-01-25T06:00:00Z,AT,200.90,60
2023-01-25T06:00:00Z,BE,204.11,60
2023-01-25T06:00:00Z,CZ,200.56,60
